ch_sim,slug
席尔火枪 prime 枪管,zylok_prime_barrel
席尔火枪 prime 枪机,zylok_prime_receiver
催化护盾,catalyzing_shields
星界连结,astral_bond
双影连结,duplex_bond
坚韧连结,tenacious_bond
串联连结,tandem_bond
传染连结,contagious_bond
神秘连结,mystic_bond
隐蔽连结,covert_bond
恢复连结,restorative_bond
重大连结,momentous_bond
空中连结,aerial_bond
多种连结,manifold_bond
凶恶连结,vicious_bond
震撼连结,seismic_bond
强固连结,reinforced_bond
深渊信标,abyssal_beacon
骨葬 prime,gotva_prime
中纪 t8 遗物,neo_t8_relic
阿尔布雷希特的档案室场景,albrecht’s_archive_scene
阿尔布雷希特的办公室场景,albrecht’s_bureau_scene
解剖圣所场景,sanctum_anatomica_scene
断肢峡谷场景,fragmented_gorge_scene
解剖构造场景,fabrica_anatomica_scene
能量枢纽,energy_nexus
集中 聚精会神,precision_intensify
净化低语者,cleanse_the_murmur
原子烟尘,atomic_fallout
冷颤触染,shivering_contagion
灭亡低语者,bane_of_the_murmur
易爆变体,volatile_variant
辐能装填,radiated_reload
驱逐低语者,expel_the_murmur
关键突变,critical_mutation
迅发核素,accelerated_isotope
聚焦氡气,focus_radon
磨砺锋刃,ready_steel
xata 神祈,xata_invocation
vome 神祈,vome_invocation
ris 神祈,ris_invocation
netra 神祈,netra_invocation
lohk 颂歌,lohk_canticle
khra 颂歌,khra_canticle
jahu 颂歌,jahu_canticle
fass 颂歌,fass_canticle
机遇所至,opportunitys_reach
极致境地,conditions_perfection
宗师锐势,masters_edge
梦者之怒,dreamers_wrath
纪律之功,disciplines_merit
核控突破,containment_breach
毁灭低语者,smite_the_murmur
蓄能重划 prime,primed_redirection
辐光弩炮 一套,mandonel_set
辐光弩炮 蓝图,mandonel_blueprint
辐光弩炮 枪管,mandonel_barrel
辐光弩炮 枪机,mandonel_receiver
辐光弩炮 枪托,mandonel_stock
近战·侵染,melee_influence
近战·报复,melee_retaliation
近战·渐强,melee_crescendo
近战·漩涡,melee_vortex
近战·憎恶,melee_animosity
近战·暴露,melee_exposure
近战·刃影,melee_duplicate
近战·坚壁,melee_fortification
痉挛 prime,primed_convulsion
gauss prime 一套,gauss_prime_set
gauss prime 蓝图,gauss_prime_blueprint
gauss prime 头部神经光元 蓝图,gauss_prime_neuroptics_blueprint
gauss prime 机体 蓝图,gauss_prime_chassis_blueprint
gauss prime 系统 蓝图,gauss_prime_systems_blueprint
后纪 a18 遗物,axi_a18_relic
后纪 p6 遗物,axi_p6_relic
后纪 d5 遗物,axi_d5_relic
后纪 b7 遗物,axi_b7_relic
中纪 a11 遗物,neo_a11_relic
中纪 w1 遗物,neo_w1_relic
中纪 f3 遗物,neo_f3_relic
前纪 b9 遗物,meso_b9_relic
前纪 g6 遗物,meso_g6_relic
前纪 a5 遗物,meso_a5_relic
前纪 h6 遗物,meso_h6_relic
前纪 h5 遗物,meso_h5_relic
古纪 g10 遗物,lith_g10_relic
古纪 p8 遗物,lith_p8_relic
古纪 g9 遗物,lith_g9_relic
古纪 r5 遗物,lith_r5_relic
古纪 a6 遗物,lith_a6_relic
古纪 c11 遗物,lith_c11_relic
阿利乌双枪 prime 一套,akarius_prime_set
阿利乌双枪 prime 蓝图,akarius_prime_blueprint
阿利乌双枪 prime 枪管,akarius_prime_barrel
阿利乌双枪 prime 枪机,akarius_prime_receiver
阿利乌双枪 prime 连接器,akarius_prime_link
迅发电浆炮 prime 一套,acceltra_prime_set
迅发电浆炮 prime 蓝图,acceltra_prime_blueprint
迅发电浆炮 prime 枪管,acceltra_prime_barrel
迅发电浆炮 prime 枪机,acceltra_prime_receiver
迅发电浆炮 prime 枪托,acceltra_prime_stock
梦者羁绊,dreamers_bond
关键熔毁,critical_meltdown
后纪 v11 遗物,axi_v11_relic
后纪 c8 遗物,axi_c8_relic
中纪 p5 遗物,neo_p5_relic
前纪 c10 遗物,meso_c10_relic
前纪 a6 遗物,meso_a6_relic
古纪 g11 遗物,lith_g11_relic
古纪 t11 遗物,lith_t11_relic
dante 的隐居处场景,dantes_retreat_scene
废弃承载体场景,the_abandoned_vessel_scene
不渝珊瑚,loyal_merulina
乌戈之怒,wrath_of_ukko
幻形惩戒,elusive_retribution
圣枪惩戒,divine_retribution
易伤诱饵,damage_decoy
寄生活力,parasitic_vitality
崇敬枪队,axios_javelineers
多重结晶,recrystalize
战士休憩,warriors_rest
庇佑护甲,guardian_armor
效价炼成,valence_formation
protea prime 一套,protea_prime_set
protea prime 蓝图,protea_prime_blueprint
protea prime 头部神经光元 蓝图,protea_prime_neuroptics_blueprint
protea prime 机体 蓝图,protea_prime_chassis_blueprint
protea prime 系统 蓝图,protea_prime_systems_blueprint
后纪 b8 遗物,axi_b8_relic
后纪 f2 遗物,axi_f2_relic
后纪 p7 遗物,axi_p7_relic
中纪 m5 遗物,neo_m5_relic
中纪 a12 遗物,neo_a12_relic
中纪 p6 遗物,neo_p6_relic
中纪 o2 遗物,neo_o2_relic
前纪 w5 遗物,meso_w5_relic
前纪 w4 遗物,meso_w4_relic
前纪 g7 遗物,meso_g7_relic
前纪 v9 遗物,meso_v9_relic
古纪 t12 遗物,lith_t12_relic
古纪 p9 遗物,lith_p9_relic
逐电 prime 一套,velox_prime_set
逐电 prime 蓝图,velox_prime_blueprint
逐电 prime 枪管,velox_prime_barrel
逐电 prime 枪机,velox_prime_receiver
翁 prime 一套,okina_prime_set
翁 prime 蓝图,okina_prime_blueprint
翁 prime 握柄,okina_prime_handle
翁 prime 刀刃,okina_prime_blade
弹能过继,clip_delegation
光子过载,photon_overcharge
遂心 蓝图,cinta_blueprint
赋能·冰暴,arcane_ice_storm
次要·激涌,secondary_surge
赋能·电池,arcane_battery
次要·筑垒,secondary_fortifier
舞厅幻影装置,the_ballroom_simulacrum
城堡幻影装置,the_citadel_simulacrum
奥金魇龙角斗场幻影装置,orowyrm_arena_simulacrum
圣所幻影装置,sanctum_simulacrum
zanuka 竞技场幻影装置,zanuka_arena_simulacrum
grineer 小行星幻影装置,grineer_asteroid_simulacrum
奥罗金遗迹幻影装置,orokin_derelict_simulacrum
ambulas 竞技场幻影装置,ambulas_arena_simulacrum
血色面纱神庙幻影装置,red_veil_temple_simulacrum
月光庭院幻影装置,moonlit_courtyard_simulacrum
霰弹枪元素师,shotgun_elementalist
半自动霰弹枪炮轰,shotgun_cannonade
步枪元素师,rifle_elementalist
半自动步枪炮轰,semi_rifle_cannonade
手枪元素师,pistol_elementalist
半自动手枪炮轰,semi_pistol_cannonade
近战元素师,melee_elementalist
幽暗蔓延,dark_propagation
时协炮击,temporal_artillery
魅影魂灵,spectral_spirit
粉碎壁垒,wrecking_wall
近战·苦痛,melee_afflictions
双重弹头 prime,primed_dual_rounds
古纪 e1 遗物,lith_e1_relic
古纪 k11 遗物,lith_k11_relic
古纪 h10 遗物,lith_h10_relic
前纪 s14 遗物,meso_s14_relic
前纪 b10 遗物,meso_b10_relic
前纪 n16 遗物,meso_n16_relic
前纪 s13 遗物,meso_s13_relic
中纪 g5 遗物,neo_g5_relic
后纪 r4 遗物,axi_r4_relic
后纪 t11 遗物,axi_t11_relic
后纪 s15 遗物,axi_s15_relic
致命效率 prime,primed_deadly_efficiency
中纪 g6 遗物,neo_g6_relic
后纪 m5 遗物,axi_m5_relic
麦格努斯双枪 prime 一套,akmagnus_prime_set
麦格努斯双枪 prime 蓝图,akmagnus_prime_blueprint
麦格努斯双枪 prime 连接器,akmagnus_prime_link
sevagoth prime 一套,sevagoth_prime_set
sevagoth prime 蓝图,sevagoth_prime_blueprint
sevagoth prime 头部神经光元 蓝图,sevagoth_prime_neuroptics_blueprint
sevagoth prime 机体 蓝图,sevagoth_prime_chassis_blueprint
sevagoth prime 系统 蓝图,sevagoth_prime_systems_blueprint
后纪 s17 遗物,axi_s17_relic
后纪 s16 遗物,axi_s16_relic
后纪 o6 遗物,axi_o6_relic
中纪 p7 遗物,neo_p7_relic
中纪 b9 遗物,neo_b9_relic
中纪 z11 遗物,neo_z11_relic
中纪 g7 遗物,neo_g7_relic
中纪 a13 遗物,neo_a13_relic
中纪 e4 遗物,neo_e4_relic
前纪 f5 遗物,meso_f5_relic
前纪 a7 遗物,meso_a7_relic
前纪 h7 遗物,meso_h7_relic
前纪 n17 遗物,meso_n17_relic
古纪 g12 遗物,lith_g12_relic
古纪 n15 遗物,lith_n15_relic
古纪 w4 遗物,lith_w4_relic
古纪 c12 遗物,lith_c12_relic
葬铭 prime 一套,epitaph_prime_set
葬铭 prime 蓝图,epitaph_prime_blueprint
葬铭 prime 枪管,epitaph_prime_barrel
葬铭 prime 枪机,epitaph_prime_receiver
鹦鹉螺 prime 一套,nautilus_prime_set
鹦鹉螺 prime 蓝图,nautilus_prime_blueprint
鹦鹉螺 prime 头部,nautilus_prime_cerebrum
鹦鹉螺 prime 外壳,nautilus_prime_carapace
鹦鹉螺 prime 系统,nautilus_prime_systems
炽烈憎恨,burning_hate
潜隐恐惧,unseen_dread
戴拿的猎物,prey_of_dynar
神盾之风,aegis_gale
旋爆电击,coil_recharge
剧毒饱嗝,gastro
晴日伞 膛线,higasa_serration
天薙刀 压迫点,amanata_pressure
脓毒之爪,sepsis_claws
灼热之爪,burning_claws
电击之爪,shocking_claws
寒冰之爪,chilling_claws
刺杀姿势,assassin_posture
狂暴姿势,frenzied_posture
护卫姿势,protector_posture
坚韧姿势,persistent_posture
诡秘姿势,elusive_posture
稳定姿势,balanced_posture
富足寻回者,resourceful_retriever
忠诚寻回者,loyal_retriever
丰裕寻回者,prosperous_retriever
精准调控,precision_conditioning
免疫抵御,immunity_resistance
磁力打击,magnetic_strike
击钟者,bell_ringer
嗜血,bloodthirst
伤残调控,disabling_conditioning
优胜劣汰,cull_the_weak
蛮力调控,brute_conditioning
镀层 斩铁,galvanized_steel
镀层 增幅线圈,galvanized_reflex
镀层 元素师,galvanized_elementalist
古纪 d6 遗物,lith_d6_relic
前纪 h8 遗物,meso_h8_relic
中纪 c5 遗物,neo_c5_relic
中纪 k8 遗物,neo_k8_relic
后纪 g13 遗物,axi_g13_relic
后纪 n11 遗物,axi_n11_relic
xaku prime 一套,xaku_prime_set
xaku prime 蓝图,xaku_prime_blueprint
xaku prime 头部神经光元 蓝图,xaku_prime_neuroptics_blueprint
xaku prime 机体 蓝图,xaku_prime_chassis_blueprint
xaku prime 系统 蓝图,xaku_prime_systems_blueprint
灭杀者 prime 一套,trumna_prime_set
灭杀者 prime 蓝图,trumna_prime_blueprint
灭杀者 prime 枪管,trumna_prime_barrel
灭杀者 prime 枪机,trumna_prime_receiver
灭杀者 prime 枪托,trumna_prime_stock
威震武扇 prime 一套,quassus_prime_set
威震武扇 prime 蓝图,quassus_prime_blueprint
威震武扇 prime 握柄,quassus_prime_handle
威震武扇 prime 刀刃,quassus_prime_blade
后纪 a19 遗物,axi_a19_relic
后纪 g14 遗物,axi_g14_relic
后纪 h8 遗物,axi_h8_relic
后纪 t12 遗物,axi_t12_relic
中纪 w2 遗物,neo_w2_relic
中纪 g8 遗物,neo_g8_relic
中纪 q1 遗物,neo_q1_relic
中纪 l4 遗物,neo_l4_relic
前纪 v10 遗物,meso_v10_relic
前纪 t7 遗物,meso_t7_relic
前纪 e6 遗物,meso_e6_relic
前纪 g8 遗物,meso_g8_relic
古纪 m9 遗物,lith_m9_relic
古纪 g13 遗物,lith_g13_relic
古纪 n16 遗物,lith_n16_relic
古纪 x1 遗物,lith_x1_relic
赋能·影袭,arcane_crepuscular
赋能·激励,arcane_impetus
主要·准星,primary_crux
次要·失活,secondary_enervate
近战·无畏,melee_doughty
赋能·奇袭,arcane_camisado
赋能·黩武,arcane_bellicose
赋能·暴虐,arcane_truculence
商场穹顶幻影装置,mall_rotunda_simulacrum
霍瓦尼亚庭院幻影装置,höllvanian_courtyard_simulacrum
夏季霍瓦尼亚露台场景,höllvanian_terrace_in_summer
科技泰坦电子商店场景,tech_titan_electronics_store
冬季霍瓦尼亚交叉路口场景,höllvanian_intersection_in_winter
霍瓦尼亚中央商场地铁,höllvania_central_mall_subway
夏季霍瓦尼亚廉租公寓场景,höllvanian_tenements_in_summer
春季霍瓦尼亚历史街区场景,höllvanian_historic_quarter_in_spring
秋季霍瓦尼亚旧城区场景,höllvanian_old_town_in_fall
轨道游戏厅场景,orbit_arcade
中央商场后房场景,central_mall_backroom
磁化冲击,magnetic_welt
磁暴洗礼,magnetic_strafe
辐能利爪,radon_claws
磁化利爪,magnetic_claws
敏锐主武,primary_acuity
幽灵 膛线,spectral_serration
磁性弹容,magnetic_capacity
敏锐手枪,pistol_acuity
无情枪斗,merciless_gunfight
励磁加速,magnetic_rush
可靠战友,worthy_comradery
召唤师之怒,summoner’s_wrath
磁场循环,magnetized_cycle
磁性核心,magnetized_core
侦察者 一套,reconifex_set
侦察者 枪管,reconifex_barrel
侦察者 枪机,reconifex_receiver
侦察者 枪托,reconifex_stock
夜语者 77 一套,vesper_77_set
夜语者 77 枪管,vesper_77_barrel
夜语者 77 枪机,vesper_77_receiver
夜语者 77 握柄,vesper_77_handle
塞多 prime 一套,cedo_prime_set
塞多 prime 蓝图,cedo_prime_blueprint
塞多 prime 枪机,cedo_prime_receiver
塞多 prime 枪管,cedo_prime_barrel
塞多 prime 枪托,cedo_prime_stock
佐伦双斧 prime 一套,dual_zoren_prime_set
佐伦双斧 prime 蓝图,dual_zoren_prime_blueprint
佐伦双斧 prime 握柄,dual_zoren_prime_handle
佐伦双斧 prime 刀刃,dual_zoren_prime_blade
lavos prime 一套,lavos_prime_set
lavos prime 蓝图,lavos_prime_blueprint
lavos prime 头部神经光元 蓝图,lavos_prime_neuroptics_blueprint
lavos prime 机体 蓝图,lavos_prime_chassis_blueprint
lavos prime 系统 蓝图,lavos_prime_systems_blueprint
后纪 p9 遗物,axi_p9_relic
后纪 m6 遗物,axi_m6_relic
后纪 z2 遗物,axi_z2_relic
后纪 f3 遗物,axi_f3_relic
后纪 p8 遗物,axi_p8_relic
中纪 d9 遗物,neo_d9_relic
中纪 t9 遗物,neo_t9_relic
中纪 x1 遗物,neo_x1_relic
中纪 c6 遗物,neo_c6_relic
前纪 a8 遗物,meso_a8_relic
古纪 s16 遗物,lith_s16_relic
古纪 a7 遗物,lith_a7_relic
古纪 q1 遗物,lith_q1_relic
古纪 l5 遗物,lith_l5_relic
前纪 p15 遗物,meso_p15_relic
生化弹药,biotic_rounds
毒气铅弹,leaded_gas
古纪 s17 遗物,lith_s17_relic
前纪 s15 遗物,meso_s15_relic
前纪 m5 遗物,meso_m5_relic
中纪 n19 遗物,neo_n19_relic
中纪 s19 遗物,neo_s19_relic
后纪 n12 遗物,axi_n12_relic
蠕虫驱逐,worm_away
木马追缉,trojan_tracker
软件安全,soft_safe
防毒先锋,anti_v
字节卫士,byteryte
持续清理,keep_clean
驱动除尘,drive_duster
电脑巡警,computer_cop
快速修正,quick_correct
免疫护盾,immuno_shield
即刻安保,instant_secure
威胁壁垒,threat_blocker
极速防护,turbo_protect
科技细胞终幕者体育馆场景,technocyte_coda_stadium_scene
灾变之门,cataclysmic_gate
御神签运势,omikujis_fortune
导电球,conductive_sphere
熔融堆芯,fused_crucible
赋能·脱逃,arcane_escapist
赋能·热火,arcane_hot_shot
赋能·辐照,arcane_universal_fallout
暴乱-848 一套,riot_848_set
暴乱-848 枪管 蓝图,riot_848_barrel
暴乱-848 枪机 蓝图,riot_848_receiver
暴乱-848 枪托 蓝图,riot_848_stock
净化者 1 一套,purgator_1_set
净化者 1 枪管,purgator_1_barrel
净化者 1 枪机,purgator_1_receiver
净化者 1 枪托,purgator_1_stock
艾弗旺-5 木星 一套,efv_5_jupiter_set
艾弗旺-5 木星 枪管,efv_5_jupiter_barrel
艾弗旺-5 木星 枪机,efv_5_jupiter_receiver
艾弗旺-5 木星 枪托,efv_5_jupiter_stock
艾弗旺-8 火星 一套,efv_8_mars_set
艾弗旺-8 火星 枪管,efv_8_mars_barrel
艾弗旺-8 火星 枪机,efv_8_mars_receiver
艾弗旺-8 火星 枪托,efv_8_mars_stock
双子恶行 一套,dual_viciss_set
双子恶行 刀刃,dual_viciss_blade
双子恶行 握柄,dual_viciss_hilt
稳定枪手 prime,primed_steady_hands
稳定 prime,primed_stabilizer
制衡 prime,primed_counterbalance
古纪 a8 遗物,lith_a8_relic
古纪 q2 遗物,lith_q2_relic
古纪 y1 遗物,lith_y1_relic
古纪 z4 遗物,lith_z4_relic
前纪 k7 遗物,meso_k7_relic
前纪 p16 遗物,meso_p16_relic
中纪 a14 遗物,neo_a14_relic
中纪 d10 遗物,neo_d10_relic
中纪 g9 遗物,neo_g9_relic
后纪 n13 遗物,axi_n13_relic
后纪 v12 遗物,axi_v12_relic
后纪 y1 遗物,axi_y1_relic
yareli prime 一套,yareli_prime_set
yareli prime 蓝图,yareli_prime_blueprint
yareli prime 头部神经光元 蓝图,yareli_prime_neuroptics_blueprint
yareli prime 机体 蓝图,yareli_prime_chassis_blueprint
yareli prime 系统 蓝图,yareli_prime_systems_blueprint
大久和弓 prime 一套,daikyu_prime_set
大久和弓 prime 蓝图,daikyu_prime_blueprint
大久和弓 prime 下弓臂,daikyu_prime_lower_limb
大久和弓 prime 上弓臂,daikyu_prime_upper_limb
大久和弓 prime 弓身,daikyu_prime_grip
大久和弓 prime 弓弦,daikyu_prime_string
卡帕压力枪 prime 一套,kompressa_prime_set
卡帕压力枪 prime 蓝图,kompressa_prime_blueprint
卡帕压力枪 prime 枪管,kompressa_prime_barrel
卡帕压力枪 prime 枪机,kompressa_prime_reciever
后纪 c9 遗物,axi_c9_relic
霍瓦尼亚倒塌地下场景,höllvanian_collapsed_underground_scene
lavo 的游乐场场景,lavos_playplace_scene
霍瓦尼亚地铁站场景,höllvanian_subway_junction_scene
古纪 t13 遗物,lith_t13_relic
古纪 a9 遗物,lith_a9_relic
前纪 r6 遗物,meso_r6_relic
中纪 p8 遗物,neo_p8_relic
后纪 b9 遗物,axi_b9_relic
前纪 t8 遗物,meso_t8_relic
古纪 m10 遗物,lith_m10_relic
痛点,pain_points
自激奇点,spontaneous_singularity
暴力复仇,volatile_recompense
棱彩同伴,prismatic_companion
刀锋迫击,razor_mortar
翠玉审判,jades_judgment
毁灭低语者 prime,primed_smite_the_murmur
八爪角斗场场景,octopede_arena_scene
织屿人云岛场景,isleweaver_cloud_islet_scene
织屿人漂流环礁场景,isleweaver_drift_atoll_scene
儒临地场景,scholars_landing_scene
双衍王境王座圣殿场景,duviri_throne_room_scene
至日广场舞台场景,solstice_square_stage_scene
kullervo 的牢房场景,kullervos_hold_scene
驱逐低语者 prime,primed_expel_the_murmur
净化低语者 prime,primed_cleanse_the_murmur
caliban prime 一套,caliban_prime_set
caliban prime 蓝图,caliban_prime_blueprint
caliban prime 头部神经光元 蓝图,caliban_prime_neuroptics_blueprint
caliban prime 机体 蓝图,caliban_prime_chassis_blueprint
caliban prime 系统 蓝图,caliban_prime_systems_blueprint
瓦德雅 prime 一套,vadarya_prime_set
瓦德雅 prime 蓝图,vadarya_prime_blueprint
瓦德雅 prime 枪管,vadarya_prime_barrel
瓦德雅 prime 枪机,vadarya_prime_receiver
瓦德雅 prime 枪托,vadarya_prime_stock
脉纹 prime 一套,venato_prime_set
脉纹 prime 蓝图,venato_prime_blueprint
脉纹 prime 刀刃,venato_prime_blade
脉纹 prime 握柄,venato_prime_handle
后纪 y2 遗物,axi_o7_relic
后纪 c10 遗物,axi_c10_relic
后纪 v13 遗物,axi_v13_relic
后纪 s18 遗物,axi_s18_relic
中纪 a15 遗物,neo_a15_relic
前纪 g9 遗物,meso_g9_relic
前纪 v12 遗物,meso_v12_relic
前纪 v11 遗物,meso_v11_relic
前纪 l3 遗物,meso_l3_relic
古纪 k12 遗物,lith_k12_relic
古纪 a10 遗物,lith_a10_relic
古纪 e2 遗物,lith_e2_relic
古纪 o4 遗物,lith_o4_relic
古纪 n17 遗物,lith_n17_relic
古纪 c13 遗物,lith_c13_relic
helminth 疾冲者 基因印记,helminth_charger_imprint
灭亡低语者 prime,primed_bane_of_the_murmur
流连忘返,lingering_transmutation
炼狱裂隙,untime_rift
致命豪勇,tharros_lethality
反弹链波,reverse_rotorswell
阿耶檀识 chattraka 塑像,ayatan_chattraka_sculpture
深矿前哨基地场景,deepmines_forward_base_scene
深矿场景,deepmines_scene
深矿洞穴场景,deepmines_caves_scene
深矿实验室场景,deepmines_lab_scene
深矿营养工厂场景,deepmines_nutrient_plant_scene
五运场景,five_fates_scene
《老师》道场场景,the_teacher_dojo_scene
《老师》地球场景,the_teacher_earth_scene
《老师》反应堆场景,the_teacher_reactor_scene
《老师》飞船场景,the_teacher_ship_scene
奇异终局,peculiar_end
恐怖杀戮,dreadful_killshot
后纪 s19 遗物,axi_s19_relic
后纪 w4 遗物,axi_w4_relic
中纪 h4 遗物,neo_h4_relic
前纪 g10 遗物,meso_g10_relic
古纪 f3 遗物,lith_f3_relic
古纪 l6 遗物,lith_l6_relic
噬尸活力,necrophagic_vigor
gyre prime 一套,gyre_prime_set
gyre prime 蓝图,gyre_prime_blueprint
gyre prime 头部神经光元 蓝图,gyre_prime_neuroptics_blueprint
gyre prime 机体 蓝图,gyre_prime_chassis_blueprint
gyre prime 系统 蓝图,gyre_prime_systems_blueprint
电幻步枪 prime 一套,alternox_prime_set
电幻步枪 prime 蓝图,alternox_prime_blueprint
电幻步枪 prime 枪管,alternox_prime_barrel
电幻步枪 prime 枪机,alternox_prime_receiver
电幻步枪 prime 枪托,alternox_prime_stock
红隼 prime 一套,kestrel_prime_set
红隼 prime 蓝图,kestrel_prime_blueprint
红隼 prime 握把,kestrel_prime_grip
红隼 prime 刀刃,kestrel_prime_blade
后纪 t13 遗物,axi_t13_relic
后纪 a20 遗物,axi_a20_relic
中纪 t10 遗物,neo_t10_relic
中纪 o3 遗物,neo_o3_relic
中纪 c7 遗物,neo_c7_relic
中纪 p9 遗物,neo_p9_relic
中纪 k9 遗物,neo_k9_relic
前纪 x1 遗物,meso_x1_relic
前纪 a9 遗物,meso_a9_relic
前纪 y1 遗物,meso_y1_relic
前纪 v14 遗物,meso_v14_relic
前纪 p17 遗物,meso_p17_relic
前纪 v13 遗物,meso_v13_relic
古纪 g14 遗物,lith_g14_relic
古纪 n18 遗物,lith_n18_relic
古纪 d7 遗物,lith_d7_relic
赋能·坚韧,arcane_persistence
赋能·精湛,arcane_expertise
赋能·规避,arcane_circumvent
主要·堡垒,primary_bulwark
主要·过载,primary_overcharge
次要·照射,secondary_irradiate
主要·衰弱,primary_debilitate
赋能·专注,arcane_concentration
近战·疾驰,melee_careen
胆寒尖刺,harrowing_spire
古纪 l7 遗物,lith_l7_relic
罗瑟的遗忘竞技场,roathes_oblivion_arena
里昂的房间场景,lyons_room_scene
玛丽的房间场景,maries_room_scene
大教堂场景,la_cathédrale_scene
博罗瞭望台场景,boro_overlook_scene
马克沃斯炮场景,makvos_cannon_scene
世界播种器场景,world_seeder_scene
佩里塔显化场景,trauma_manifestation_arena
坦纳迪斯堡场景,fort_tennadis_scene
乌卡,ubri_kaneph
塞塔,sey_taph
拉瓦,lashta_vak
恩肖,empazu_shol
梅伦,metem_erun
达仁,da_ren
乌肖,ulashta_shol
西塔,sil_tabol
埃蒂,evir_ti
亚达,yar_dal
梅哈,metem_hakh
卡齐,kaal_zidi
维萨,vikla_safor
塔安,talsek_an
埃伊,esti_vel_ikha
霍卡,hok_kaal
奥维,omn_evi
洛塔,lorun_tash
维南,vik_anam
哈达,hayan_dabor
先锋 c1 遗物,vanguard_c1_relic
先锋 p1 遗物,vanguard_p1_relic
先锋 m1 遗物,vanguard_m1_relic
先锋 e1 遗物,vanguard_e1_relic
恶毒弹匣 prime,primed_venomous_clip
齐塞,zid-an-sek-eel
齐阿,zid-an-asheir
齐乌,zid-an-uskos
齐哈,zid-an-haras
齐奥,zid-an-osbok
弹链 prime,primed_ammo_chain
