ch_tra,slug
催化護盾,catalyzing_shields
星繫鏈結,astral_bond
雙重鏈結,duplex_bond
堅韌鏈結,tenacious_bond
協同鏈結,tandem_bond
傳染鏈結,contagious_bond
神祕鏈結,mystic_bond
隱蔽鏈結,covert_bond
復甦鏈結,restorative_bond
重大鏈結,momentous_bond
陸空鏈結,aerial_bond
多層鏈結,manifold_bond
兇惡鏈結,vicious_bond
震撼鏈結,seismic_bond
強固鏈結,reinforced_bond
深淵信標,abyssal_beacon
戈伐 prime,gotva_prime
中紀 t8 遺物,neo_t8_relic
阿爾布雷希特的檔案庫場景,albrecht’s_archive_scene
阿爾布雷希特的辦事處場景,albrecht’s_bureau_scene
解剖聖堂場景,sanctum_anatomica_scene
碎語峽谷場景,fragmented_gorge_scene
解剖構造場景,fabrica_anatomica_scene
能量連結,energy_nexus
精準 聚精會神,precision_intensify
淨化喃喃者,cleanse_the_murmur
原子輻塵,atomic_fallout
寒顫觸染,shivering_contagion
滅亡喃喃者,bane_of_the_murmur
爆炸變異體,volatile_variant
輻射裝填,radiated_reload
驅逐喃喃者,expel_the_murmur
關鍵突變,critical_mutation
加速核種,accelerated_isotope
聚焦氡氣,focus_radon
完備斬鐵,ready_steel
xata 祈願,xata_invocation
vome 祈願,vome_invocation
ris 祈願,ris_invocation
netra 祈願,netra_invocation
lohk 詠歌,lohk_canticle
khra 詠歌,khra_canticle
jahu 詠歌,jahu_canticle
fass 詠歌,fass_canticle
機遇深遠,opportunitys_reach
狀態完善,conditions_perfection
大師造詣,masters_edge
夢迴威怒,dreamers_wrath
紀律工力,disciplines_merit
封鎖突破,containment_breach
毀滅喃喃者,smite_the_murmur
蓄能重劃 prime,primed_redirection
曼多重砲 一套,mandonel_set
曼多重砲 藍圖,mandonel_blueprint
曼多重砲 槍管,mandonel_barrel
曼多重砲 槍機,mandonel_receiver
曼多重砲 槍托,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
近戰旋渦,melee_vortex
近戰敵意,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
痙攣 prime,primed_convulsion
gauss prime 一套,gauss_prime_set
gauss prime 藍圖,gauss_prime_blueprint
gauss prime 頭部神經光元 藍圖,gauss_prime_neuroptics_blueprint
gauss prime 機體 藍圖,gauss_prime_chassis_blueprint
gauss prime 系統 藍圖,gauss_prime_systems_blueprint
後紀 a18 遺物,axi_a18_relic
後紀 p6 遺物,axi_p6_relic
後紀 d5 遺物,axi_d5_relic
後紀 b7 遺物,axi_b7_relic
中紀 a11 遺物,neo_a11_relic
中紀 w1 遺物,neo_w1_relic
中紀 f3 遺物,neo_f3_relic
前紀 b9 遺物,meso_b9_relic
前紀 g6 遺物,meso_g6_relic
前紀 a5 遺物,meso_a5_relic
前紀 h6 遺物,meso_h6_relic
前紀 h5 遺物,meso_h5_relic
古紀 g10 遺物,lith_g10_relic
古紀 p8 遺物,lith_p8_relic
古紀 g9 遺物,lith_g9_relic
古紀 r5 遺物,lith_r5_relic
古紀 a6 遺物,lith_a6_relic
古紀 c11 遺物,lith_c11_relic
阿利烏雙槍 prime 一套,akarius_prime_set
阿利烏雙槍 prime 藍圖,akarius_prime_blueprint
阿利烏雙槍 prime 槍管,akarius_prime_barrel
阿利烏雙槍 prime 槍機,akarius_prime_receiver
阿利烏雙槍 prime 連接器,akarius_prime_link
迅發電漿炮 prime 一套,acceltra_prime_set
迅發電漿炮 prime 藍圖,acceltra_prime_blueprint
迅發電漿炮 prime 槍管,acceltra_prime_barrel
迅發電漿炮 prime 槍機,acceltra_prime_receiver
迅發電漿炮 prime 槍托,acceltra_prime_stock
夢迴牽絆,dreamers_bond
關鍵熔毀,critical_meltdown
後紀 v11 遺物,axi_v11_relic
後紀 c8 遺物,axi_c8_relic
中紀 p5 遺物,neo_p5_relic
前紀 c10 遺物,meso_c10_relic
前紀 a6 遺物,meso_a6_relic
古紀 g11 遺物,lith_g11_relic
古紀 t11 遺物,lith_t11_relic
dante 的退隱處場景,dantes_retreat_scene
遺棄的載體場景,the_abandoned_vessel_scene
忠實珊板,loyal_merulina
烏科之怒,wrath_of_ukko
巧躲報復,elusive_retribution
聖火懲戒,divine_retribution
傷敵誘餌,damage_decoy
寄生生命力,parasitic_vitality
衡鋒槍隊,axios_javelineers
再結晶簇,recrystalize
戰士之憩,warriors_rest
保衛護甲,guardian_armor
轉價形成,valence_formation
protea prime 一套,protea_prime_set
protea prime 藍圖,protea_prime_blueprint
protea prime 頭部神經光元 藍圖,protea_prime_neuroptics_blueprint
protea prime 機體 藍圖,protea_prime_chassis_blueprint
protea prime 系統 藍圖,protea_prime_systems_blueprint
後紀 b8 遺物,axi_b8_relic
後紀 f2 遺物,axi_f2_relic
後紀 p7 遺物,axi_p7_relic
中紀 m5 遺物,neo_m5_relic
中紀 a12 遺物,neo_a12_relic
中紀 p6 遺物,neo_p6_relic
中紀 o2 遺物,neo_o2_relic
前紀 w5 遺物,meso_w5_relic
前紀 w4 遺物,meso_w4_relic
前紀 g7 遺物,meso_g7_relic
前紀 v9 遺物,meso_v9_relic
古紀 t12 遺物,lith_t12_relic
古紀 p9 遺物,lith_p9_relic
迅敏屠夫 prime 一套,velox_prime_set
迅敏屠夫 prime 藍圖,velox_prime_blueprint
迅敏屠夫 prime 槍管,velox_prime_barrel
迅敏屠夫 prime 槍機,velox_prime_receiver
翁 prime 一套,okina_prime_set
翁 prime 藍圖,okina_prime_blueprint
翁 prime 握柄,okina_prime_handle
翁 prime 刀刃,okina_prime_blade
彈匣接替,clip_delegation
光子溢能,photon_overcharge
如意 藍圖,cinta_blueprint
冰暴賦能,arcane_ice_storm
次要遽湧,secondary_surge
電池賦能,arcane_battery
次要矯健,secondary_fortifier
舞廳幻影裝置,the_ballroom_simulacrum
堡壘幻影裝置,the_citadel_simulacrum
奧金蛟龍競技場幻影裝置,orowyrm_arena_simulacrum
聖堂幻影裝置,sanctum_simulacrum
zanuka 競技場幻影裝置,zanuka_arena_simulacrum
grineer 小行星幻影裝置,grineer_asteroid_simulacrum
orokin 遺跡幻影裝置,orokin_derelict_simulacrum
ambulas 競技場幻影裝置,ambulas_arena_simulacrum
血色面紗殿堂幻影裝置,red_veil_temple_simulacrum
月光庭院幻影裝置,moonlit_courtyard_simulacrum
霰彈元素士,shotgun_elementalist
半自動霰彈槍砲轟,shotgun_cannonade
步槍元素士,rifle_elementalist
半自動步槍砲轟,semi_rifle_cannonade
手槍元素士,pistol_elementalist
半自動手槍砲轟,semi_pistol_cannonade
近戰元素士,melee_elementalist
黑暗傳播,dark_propagation
時空火砲,temporal_artillery
魅影幽靈,spectral_spirit
破壞之牆,wrecking_wall
近戰苦態,melee_afflictions
雙重彈頭 prime,primed_dual_rounds
古紀 e1 遺物,lith_e1_relic
古紀 k11 遺物,lith_k11_relic
古紀 h10 遺物,lith_h10_relic
前紀 s14 遺物,meso_s14_relic
前紀 b10 遺物,meso_b10_relic
前紀 n16 遺物,meso_n16_relic
前紀 s13 遺物,meso_s13_relic
中紀 g5 遺物,neo_g5_relic
後紀 r4 遺物,axi_r4_relic
後紀 t11 遺物,axi_t11_relic
後紀 s15 遺物,axi_s15_relic
致命效率 prime,primed_deadly_efficiency
中紀 g6 遺物,neo_g6_relic
後紀 m5 遺物,axi_m5_relic
麥格努斯雙槍 prime 一套,akmagnus_prime_set
麥格努斯雙槍 prime 藍圖,akmagnus_prime_blueprint
麥格努斯雙槍 prime 連接器,akmagnus_prime_link
sevagoth prime 一套,sevagoth_prime_set
sevagoth prime 藍圖,sevagoth_prime_blueprint
sevagoth prime 頭部神經光元 藍圖,sevagoth_prime_neuroptics_blueprint
sevagoth prime 機體 藍圖,sevagoth_prime_chassis_blueprint
sevagoth prime 系統 藍圖,sevagoth_prime_systems_blueprint
後紀 s17 遺物,axi_s17_relic
後紀 s16 遺物,axi_s16_relic
後紀 o6 遺物,axi_o6_relic
中紀 p7 遺物,neo_p7_relic
中紀 b9 遺物,neo_b9_relic
中紀 z11 遺物,neo_z11_relic
中紀 g7 遺物,neo_g7_relic
中紀 a13 遺物,neo_a13_relic
中紀 e4 遺物,neo_e4_relic
前紀 f5 遺物,meso_f5_relic
前紀 a7 遺物,meso_a7_relic
前紀 h7 遺物,meso_h7_relic
前紀 n17 遺物,meso_n17_relic
古紀 g12 遺物,lith_g12_relic
古紀 n15 遺物,lith_n15_relic
古紀 w4 遺物,lith_w4_relic
古紀 c12 遺物,lith_c12_relic
墓悼者 prime 一套,epitaph_prime_set
墓悼者 prime 藍圖,epitaph_prime_blueprint
墓悼者 prime 槍管,epitaph_prime_barrel
墓悼者 prime 槍機,epitaph_prime_receiver
鸚鵡螺 prime 一套,nautilus_prime_set
鸚鵡螺 prime 藍圖,nautilus_prime_blueprint
鸚鵡螺 prime 頭部,nautilus_prime_cerebrum
鸚鵡螺 prime 外殼,nautilus_prime_carapace
鸚鵡螺 prime 系統,nautilus_prime_systems
熾灼憎恨,burning_hate
遁影恐懼,unseen_dread
dynar 的獵物,prey_of_dynar
神盾烈風,aegis_gale
線圈再充,coil_recharge
反芻噯氣,gastro
保護傘膛線,higasa_serration
天薙刀壓迫點,amanata_pressure
毒化爪子,sepsis_claws
烈燃爪子,burning_claws
電擊爪子,shocking_claws
急凍爪子,chilling_claws
針對天性,assassin_posture
暴狂天性,frenzied_posture
保衛天性,protector_posture
執著天性,persistent_posture
避戰天性,elusive_posture
均衡天性,balanced_posture
物資拾獵,resourceful_retriever
忠實拾獵,loyal_retriever
財富拾獵,prosperous_retriever
精確調控,precision_conditioning
免疫抵抗,immunity_resistance
磁力打擊,magnetic_strike
鳴鐘痛擊,bell_ringer
嗜血本性,bloodthirst
傷殘調控,disabling_conditioning
剷弱汰劣,cull_the_weak
野蠻調控,brute_conditioning
激昂斬鐵,galvanized_steel
激昂增幅,galvanized_reflex
激昂元素士,galvanized_elementalist
古紀 d6 遺物,lith_d6_relic
前紀 h8 遺物,meso_h8_relic
中紀 c5 遺物,neo_c5_relic
中紀 k8 遺物,neo_k8_relic
後紀 g13 遺物,axi_g13_relic
後紀 n11 遺物,axi_n11_relic
xaku prime 一套,xaku_prime_set
xaku prime 藍圖,xaku_prime_blueprint
xaku prime 頭部神經光元 藍圖,xaku_prime_neuroptics_blueprint
xaku prime 機體 藍圖,xaku_prime_chassis_blueprint
xaku prime 系統 藍圖,xaku_prime_systems_blueprint
創痍者 prime 一套,trumna_prime_set
創痍者 prime 藍圖,trumna_prime_blueprint
創痍者 prime 槍管,trumna_prime_barrel
創痍者 prime 槍機,trumna_prime_receiver
創痍者 prime 槍托,trumna_prime_stock
夸瑟 prime 一套,quassus_prime_set
夸瑟 prime 藍圖,quassus_prime_blueprint
夸瑟 prime 握柄,quassus_prime_handle
夸瑟 prime 刀刃,quassus_prime_blade
後紀 a19 遺物,axi_a19_relic
後紀 g14 遺物,axi_g14_relic
後紀 h8 遺物,axi_h8_relic
後紀 t12 遺物,axi_t12_relic
中紀 w2 遺物,neo_w2_relic
中紀 g8 遺物,neo_g8_relic
中紀 q1 遺物,neo_q1_relic
中紀 l4 遺物,neo_l4_relic
前紀 v10 遺物,meso_v10_relic
前紀 t7 遺物,meso_t7_relic
前紀 e6 遺物,meso_e6_relic
前紀 g8 遺物,meso_g8_relic
古紀 m9 遺物,lith_m9_relic
古紀 g13 遺物,lith_g13_relic
古紀 n16 遺物,lith_n16_relic
古紀 x1 遺物,lith_x1_relic
暮隱賦能,arcane_crepuscular
動力賦能,arcane_impetus
主要要害,primary_crux
次要削弱,secondary_enervate
近戰剽悍,melee_doughty
驟襲賦能,arcane_camisado
尋釁賦能,arcane_bellicose
霸道賦能,arcane_truculence
商場大圓頂幻影裝置,mall_rotunda_simulacrum
霍爾瓦尼亞庭院幻影裝置,höllvanian_courtyard_simulacrum
霍爾瓦尼亞露臺（夏）,höllvanian_terrace_in_summer
科巨電器,tech_titan_electronics_store
霍爾瓦尼亞交叉口（冬）,höllvanian_intersection_in_winter
霍爾瓦尼亞中央購物中心中捷運,höllvania_central_mall_subway
霍爾瓦尼亞公寓（夏）,höllvanian_tenements_in_summer
霍爾瓦尼亞歷史古區（春）,höllvanian_historic_quarter_in_spring
霍爾瓦尼亞舊城區（秋）,höllvanian_old_town_in_fall
軌道電玩館,orbit_arcade
中央購物中心密室,central_mall_backroom
磁擊瘀疤,magnetic_welt
磁力掃射,magnetic_strafe
氡氣爪子,radon_claws
磁力爪子,magnetic_claws
主要敏銳,primary_acuity
幽魅 膛線,spectral_serration
磁性載量,magnetic_capacity
手槍敏銳,pistol_acuity
冷酷交火,merciless_gunfight
磁氣猛攻,magnetic_rush
信賴情誼,worthy_comradery
召喚師盛怒,summoner’s_wrath
磁轉循環,magnetized_cycle
磁化核心,magnetized_core
偵察佐 一套,reconifex_set
偵察佐 槍管,reconifex_barrel
偵察佐 槍機,reconifex_receiver
偵察佐 槍托,reconifex_stock
威斯珀 77 一套,vesper_77_set
威斯珀 77 槍管,vesper_77_barrel
威斯珀 77 槍機,vesper_77_receiver
威斯珀 77 槍把,vesper_77_handle
席多 prime 一套,cedo_prime_set
席多 prime 藍圖,cedo_prime_blueprint
席多 prime 槍機,cedo_prime_receiver
席多 prime 槍管,cedo_prime_barrel
席多 prime 槍托,cedo_prime_stock
佐倫雙斧 prime 一套,dual_zoren_prime_set
佐倫雙斧 prime 藍圖,dual_zoren_prime_blueprint
佐倫雙斧 prime 握柄,dual_zoren_prime_handle
佐倫雙斧 prime 刀刃,dual_zoren_prime_blade
lavos prime 一套,lavos_prime_set
lavos prime 藍圖,lavos_prime_blueprint
lavos prime 頭部神經光元 藍圖,lavos_prime_neuroptics_blueprint
lavos prime 機體 藍圖,lavos_prime_chassis_blueprint
lavos prime 系統 藍圖,lavos_prime_systems_blueprint
後紀 p9 遺物,axi_p9_relic
後紀 m6 遺物,axi_m6_relic
後紀 z2 遺物,axi_z2_relic
後紀 f3 遺物,axi_f3_relic
後紀 p8 遺物,axi_p8_relic
中紀 d9 遺物,neo_d9_relic
中紀 t9 遺物,neo_t9_relic
中紀 x1 遺物,neo_x1_relic
中紀 c6 遺物,neo_c6_relic
前紀 a8 遺物,meso_a8_relic
古紀 s16 遺物,lith_s16_relic
古紀 a7 遺物,lith_a7_relic
古紀 q1 遺物,lith_q1_relic
古紀 l5 遺物,lith_l5_relic
前紀 p15 遺物,meso_p15_relic
生化彈頭,biotic_rounds
毒氣彈頭,leaded_gas
古紀 s17 遺物,lith_s17_relic
前紀 s15 遺物,meso_s15_relic
前紀 m5 遺物,meso_m5_relic
中紀 n19 遺物,neo_n19_relic
中紀 s19 遺物,neo_s19_relic
後紀 n12 遺物,axi_n12_relic
蠕蟲退散,worm_away
木馬追蹤者,trojan_tracker
軟全,soft_safe
防毒俠客,anti_v
資料正確,byteryte
保潔,keep_clean
掃碟者,drive_duster
資安警官,computer_cop
快速糾正,quick_correct
免疫護罩,immuno_shield
即時保護,instant_secure
威脅攔截,threat_blocker
極限保護,turbo_protect
技改細胞勾瘩體巨蛋,technocyte_coda_stadium_scene
災變之門,cataclysmic_gate
御神籤運,omikujis_fortune
電導旋球,conductive_sphere
融合核堝,fused_crucible
避劫賦能,arcane_escapist
暴炎賦能,arcane_hot_shot
擴散輻塵賦能,arcane_universal_fallout
暴動－848 一套,riot_848_set
暴動－848 槍管 藍圖,riot_848_barrel
暴動－848 槍機 藍圖,riot_848_receiver
暴動－848 槍托 藍圖,riot_848_stock
淨罪者－1 一套,purgator_1_set
淨罪者－1 槍管,purgator_1_barrel
淨罪者－1 槍機,purgator_1_receiver
淨罪者－1 槍托,purgator_1_stock
惡沸患－5 木星 一套,efv_5_jupiter_set
惡沸患－5 木星 槍管,efv_5_jupiter_barrel
惡沸患－5 木星 槍機,efv_5_jupiter_receiver
惡沸患－5 木星 槍托,efv_5_jupiter_stock
惡沸患－8 火星 一套,efv_8_mars_set
惡沸患－8 火星 槍管,efv_8_mars_barrel
惡沸患－8 火星 槍機,efv_8_mars_receiver
惡沸患－8 火星 槍托,efv_8_mars_stock
危邪雙鐮 一套,dual_viciss_set
危邪雙鐮 刀刃,dual_viciss_blade
危邪雙鐮 握柄,dual_viciss_hilt
穩定槍手 prime,primed_steady_hands
穩定 prime,primed_stabilizer
作用抵減 prime,primed_counterbalance
古紀 a8 遺物,lith_a8_relic
古紀 q2 遺物,lith_q2_relic
古紀 y1 遺物,lith_y1_relic
古紀 z4 遺物,lith_z4_relic
前紀 k7 遺物,meso_k7_relic
前紀 p16 遺物,meso_p16_relic
中紀 a14 遺物,neo_a14_relic
中紀 d10 遺物,neo_d10_relic
中紀 g9 遺物,neo_g9_relic
後紀 n13 遺物,axi_n13_relic
後紀 v12 遺物,axi_v12_relic
後紀 y1 遺物,axi_y1_relic
yareli prime 一套,yareli_prime_set
yareli prime 藍圖,yareli_prime_blueprint
yareli prime 頭部神經光元 藍圖,yareli_prime_neuroptics_blueprint
yareli prime 機體 藍圖,yareli_prime_chassis_blueprint
yareli prime 系統 藍圖,yareli_prime_systems_blueprint
大久和弓 prime 一套,daikyu_prime_set
大久和弓 prime 藍圖,daikyu_prime_blueprint
大久和弓 prime 下弓臂,daikyu_prime_lower_limb
大久和弓 prime 上弓臂,daikyu_prime_upper_limb
大久和弓 prime 弓身,daikyu_prime_grip
大久和弓 prime 弓弦,daikyu_prime_string
漮浦薩 prime 一套,kompressa_prime_set
漮浦薩 prime 藍圖,kompressa_prime_blueprint
漮浦薩 prime 槍管,kompressa_prime_barrel
漮浦薩 prime 槍機,kompressa_prime_reciever
後紀 c9 遺物,axi_c9_relic
霍爾瓦尼亞坍塌地下,höllvanian_collapsed_underground_scene
lavo 的遊樂區,lavos_playplace_scene
霍爾瓦尼亞捷運站場景,höllvanian_subway_junction_scene
古紀 t13 遺物,lith_t13_relic
古紀 a9 遺物,lith_a9_relic
前紀 r6 遺物,meso_r6_relic
中紀 p8 遺物,neo_p8_relic
後紀 b9 遺物,axi_b9_relic
前紀 t8 遺物,meso_t8_relic
古紀 m10 遺物,lith_m10_relic
痛點,pain_points
自發奇點,spontaneous_singularity
暴力復仇,volatile_recompense
分光同伴,prismatic_companion
疾鋒砲轟,razor_mortar
jade 之審判,jades_judgment
毀滅喃喃者 prime,primed_smite_the_murmur
八爪競技場場景,octopede_arena_scene
織島者雲嶼場景,isleweaver_cloud_islet_scene
織島者漂礁場景,isleweaver_drift_atoll_scene
學者臨地場景,scholars_landing_scene
渡域覲見室場景,duviri_throne_room_scene
至點廣場舞臺,solstice_square_stage_scene
kullervo 的拘禁處場景,kullervos_hold_scene
驅逐喃喃者 prime,primed_expel_the_murmur
淨化喃喃者 prime,primed_cleanse_the_murmur
caliban prime 一套,caliban_prime_set
caliban prime 藍圖,caliban_prime_blueprint
caliban prime 頭部神經光元 藍圖,caliban_prime_neuroptics_blueprint
caliban prime 機體 藍圖,caliban_prime_chassis_blueprint
caliban prime 系統 藍圖,caliban_prime_systems_blueprint
瓦達雅 prime 一套,vadarya_prime_set
瓦達雅 prime 藍圖,vadarya_prime_blueprint
瓦達雅 prime 槍管,vadarya_prime_barrel
瓦達雅 prime 槍機,vadarya_prime_receiver
瓦達雅 prime 槍托,vadarya_prime_stock
威拿托 prime 一套,venato_prime_set
威拿托 prime 藍圖,venato_prime_blueprint
威拿托 prime 刀刃,venato_prime_blade
威拿托 prime 握柄,venato_prime_handle
後紀 y2 遺物,axi_o7_relic
後紀 c10 遺物,axi_c10_relic
後紀 v13 遺物,axi_v13_relic
後紀 s18 遺物,axi_s18_relic
中紀 a15 遺物,neo_a15_relic
前紀 g9 遺物,meso_g9_relic
前紀 v12 遺物,meso_v12_relic
前紀 v11 遺物,meso_v11_relic
前紀 l3 遺物,meso_l3_relic
古紀 k12 遺物,lith_k12_relic
古紀 a10 遺物,lith_a10_relic
古紀 e2 遺物,lith_e2_relic
古紀 o4 遺物,lith_o4_relic
古紀 n17 遺物,lith_n17_relic
古紀 c13 遺物,lith_c13_relic
helminth 疾衝者 基因印記,helminth_charger_imprint
滅亡喃喃者 prime,primed_bane_of_the_murmur
殘留轉換,lingering_transmutation
超脫裂隙,untime_rift
神勇戰力,tharros_lethality
逆湧轉浪,reverse_rotorswell
阿耶檀識 chattraka 塑像,ayatan_chattraka_sculpture
深礦前線基地場景,deepmines_forward_base_scene
深礦場景,deepmines_scene
深礦洞窟場景,deepmines_caves_scene
深礦實驗室場景,deepmines_lab_scene
深礦營養廠場景,deepmines_nutrient_plant_scene
五運場景,five_fates_scene
《老師》道場場景,the_teacher_dojo_scene
《老師》地球場景,the_teacher_earth_scene
《老師》反應爐場景,the_teacher_reactor_scene
《老師》飛船場景,the_teacher_ship_scene
奇特結局,peculiar_end
驚駭絕殺,dreadful_killshot
後紀 s19 遺物,axi_s19_relic
後紀 w4 遺物,axi_w4_relic
中紀 h4 遺物,neo_h4_relic
前紀 g10 遺物,meso_g10_relic
古紀 f3 遺物,lith_f3_relic
古紀 l6 遺物,lith_l6_relic
噬血活力,necrophagic_vigor
gyre prime 一套,gyre_prime_set
gyre prime 藍圖,gyre_prime_blueprint
gyre prime 頭部神經光元 藍圖,gyre_prime_neuroptics_blueprint
gyre prime 機體 藍圖,gyre_prime_chassis_blueprint
gyre prime 系統 藍圖,gyre_prime_systems_blueprint
交電步槍 prime 一套,alternox_prime_set
交電步槍 prime 藍圖,alternox_prime_blueprint
交電步槍 prime 槍管,alternox_prime_barrel
交電步槍 prime 槍機,alternox_prime_receiver
交電步槍 prime 槍托,alternox_prime_stock
紅隼 prime 一套,kestrel_prime_set
紅隼 prime 藍圖,kestrel_prime_blueprint
紅隼 prime 握把,kestrel_prime_grip
紅隼 prime 刀刃,kestrel_prime_blade
後紀 t13 遺物,axi_t13_relic
後紀 a20 遺物,axi_a20_relic
中紀 t10 遺物,neo_t10_relic
中紀 o3 遺物,neo_o3_relic
中紀 c7 遺物,neo_c7_relic
中紀 p9 遺物,neo_p9_relic
中紀 k9 遺物,neo_k9_relic
前紀 x1 遺物,meso_x1_relic
前紀 a9 遺物,meso_a9_relic
前紀 y1 遺物,meso_y1_relic
前紀 v14 遺物,meso_v14_relic
前紀 p17 遺物,meso_p17_relic
前紀 v13 遺物,meso_v13_relic
古紀 g14 遺物,lith_g14_relic
古紀 n18 遺物,lith_n18_relic
古紀 d7 遺物,lith_d7_relic
堅毅賦能,arcane_persistence
純熟賦能,arcane_expertise
奪防賦能,arcane_circumvent
主要壁壘,primary_bulwark
主要超充,primary_overcharge
次要輻照,secondary_irradiate
主要衰化,primary_debilitate
專注賦能,arcane_concentration
近戰牽滯,melee_careen
凌厲尖刺,harrowing_spire
古紀 l7 遺物,lith_l7_relic
羅瑟的遺忘競技場,roathes_oblivion_arena
里昂的房間場景,lyons_room_scene
瑪麗的房間場景,maries_room_scene
大教堂場景,la_cathédrale_scene
博羅瞭望台場景,boro_overlook_scene
馬克沃斯防空砲場景,makvos_cannon_scene
種世者場景,world_seeder_scene
佩麗塔顯化場景,trauma_manifestation_arena
特納迪堡,fort_tennadis_scene
烏坎,ubri_kaneph
賽塔,sey_taph
拉瓦,lashta_vak
恩修,empazu_shol
梅倫,metem_erun
達仁,da_ren
烏修,ulashta_shol
希塔,sil_tabol
伊提,evir_ti
亞達,yar_dal
梅哈,metem_hakh
卡茲,kaal_zidi
維薩,vikla_safor
塔安,talsek_an
艾伊,esti_vel_ikha
霍卡,hok_kaal
翁伊,omn_evi
洛塔,lorun_tash
維安,vik_anam
哈達,hayan_dabor
先鋒 c1 遺物,vanguard_c1_relic
先鋒 p1 遺物,vanguard_p1_relic
先鋒 m1 遺物,vanguard_m1_relic
先鋒 e1 遺物,vanguard_e1_relic
惡毒彈匣 prime,primed_venomous_clip
茲賽,zid-an-sek-eel
茲艾,zid-an-asheir
茲烏,zid-an-uskos
茲哈,zid-an-haras
茲歐,zid-an-osbok
彈鏈 prime,primed_ammo_chain
